,Unnamed: 0,id,segment_id,aspect_lemmatized,opinion_lemmatized,sentiment
2105,,244,9,handling,run table,pos
2106,,244,9,ride,run table,pos
2107,667,244,10,acceleration,set world alight,neu
2108,,244,10,power,yearning,pos
2109,668,244,11,fuel economy,middling,neg
2110,,244,11,X1 X Drive 28,powerful,pos
2111,669,244,12,center stack,high praise,pos
2112,,244,12,center stack,well thought,pos
2113,,244,12,steering wheel control,well thought,pos
2114,670,244,13,control interface,logically laid,pos
2115,,244,13,driver distraction,minimize,pos
2116,,244,13,graphic,beautiful,pos
2117,671,244,14,upholstery,leather,pos
2118,,244,14,starting price,slew premium standard,pos
2119,672,244,15,front seat,heated,pos
2120,,244,15,roof,moon,pos
2121,,244,15,roof,panoramic,pos
2122,,244,15,roof rail,aluminium,neu
2123,673,244,16,wiper,rain sensing,pos
2124,,244,16,SD card slot,utterly useless,neg
2125,674,244,17,-,-,-
2126,675,244,18,-,-,-
2127,676,244,19,amenity,executive class,pos
2128,,244,19,front seat,ventilated,pos
2129,,244,19,cruise control,adaptive,neu
2130,,244,19,value,terrific,pos
2131,,244,19,base X1,alluring,pos
2132,,244,19,starting price,BMW cant hold candle comparably equipped Audi Q3,pos
2133,,244,19,value,middle,neu
2134,,244,19,comfort,middle,neu
2135,,244,19,dynamism,middle,neu
2136,677,275,1,SUV,small,neg
2137,,275,1,SUV,luxury,pos
2138,678,275,2,Mercedes,tough,pos
2139,,275,2,Mercedes,mind getting tough dirty,pos
2140,,275,2,drive,full wheel,pos
2141,679,275,3,car,feel connected road,pos
2142,,275,3,car,could toss around,pos
2143,680,275,4,SUV,big,pos
2144,,275,4,SUV,tall,pos
2145,681,275,5,mile per gallon,downside,neg
2146,,275,5,mile per gallon,great,neg
2147,,275,5,0 60 time,upside,pos
2148,,275,5,foot adjustment,needed,pos
2149,682,275,6,tailgate,automatically opening,pos
2150,,275,6,Mercedes,finer thing life,pos
2151,683,275,7,leather,supple,pos
2152,684,275,8,sunroof,huge,pos
2153,,275,8,sunroof,dual,neu
2154,685,275,9,user interface,mordern,pos
2155,,275,9,user interface,multifunction,pos
2156,,275,9,user interface,frankly quite confusing,neg
2157,686,275,10,car,hit sweet spot small luxury SUV,pos
2158,,275,10,type,SUV,neu
2159,687,275,11,-,-,-
2160,688,276,1,technology,built seat,pos
2161,,276,1,seat,three level heating,pos
2162,,276,1,seat,three level cooling,pos
2163,,276,1,seat,four level massage,pos
2164,,276,1,seat,80 different adjustment,pos
2165,,276,1,seat,three level air scarf,pos
2166,,276,1,seat,side bolster push side,neg
2167,689,276,2,Mercedes- Benz,sign wealth,pos
2168,,276,2,Mercedes- Benz,sign power,pos
2169,,276,2,Mercedes- Benz,sign prestige,pos
2170,,276,2,car,fast lane,pos
2171,,276,2,weight,exactly light,neu
2172,,276,2,car,A3 trait,neu
2173,,276,2,car,halo,pos
2174,690,276,3,car,power,pos
2175,,276,3,car,prestige,pos
2176,,276,3,car,technology,pos
2177,691,276,4,-,-,-
2178,692,276,5,-,-,-
2179,693,276,6,V8 engine,favorite,pos
2180,,276,6,engine,avoid gas guzzler tax,pos
2181,,276,6,engine,pretty cool,pos
2182,,276,6,engine,crazy fast,pos
2183,694,276,7,0 60 time,fast,pos
2184,,276,7,0 60 time,seriously fast,pos
2185,695,276,8,look,downright frumpy,neg
2186,,276,8,front,bronze,neu
2187,,276,8,look,designed committee three,neg
2188,,276,8,look,menacing,neg
2189,,276,8,look,elegant,pos
2190,,276,8,look,hard combination pull,neg
2191,696,276,9,car,pretty darn quick,pos
2192,,276,9,outside,glorious,pos
2193,697,276,10,suspension,adjust within millisecond,pos
2194,,276,10,turn,flying around,pos
2195,,276,10,door,love,pos
2196,,276,10,door,completely flat,pos
2197,,276,10,door,neutral,neu
2198,,276,10,steering,little numb,neg
2199,,276,10,breaking,non-linear,neg
2200,,276,10,car,sharpest knife drawer,neg
2201,,276,10,car,race car,pos
2202,,276,10,balance,fine GT,pos
2203,,276,10,steering,fine GT,pos
2204,,276,10,breaking,fine GT,pos
2205,698,276,11,look,Aston Martin better looking,neg
2206,699,276,12,Porsche 911,better performance,pos
2207,,276,12,BMW 6 50,better exhaust note,pos
2208,700,276,13,SL,everything,pos
2209,701,276,14,top cover,stupid,neg
2210,702,276,15,technology,much,pos
2211,703,276,16,-,-,-
2212,704,276,17,seat,heated,pos
2213,,276,17,seat,cooled,pos
2214,,276,17,air scarf,blow gentle breeze,pos
2215,,276,17,car,every creature comfort,pos
2216,705,276,18,Magic sky Control,biggest party trick,pos
2217,,276,18,sunroof,cool,pos
2218,706,276,19,Mercedes-Benz,sign power,pos
2219,,276,19,Mercedes-Benz,sign wealth,pos
2220,,276,19,Mercedes-Benz,sign prestige,pos
2221,707,276,20,torque,huge smile,pos
2222,708,276,21,car seat,fast lane,pos
2223,709,276,22,sound,better,pos
2224,,276,22,sound,better forsooth,pos
2225,710,277,1,price,least expensive SL,pos
2226,,277,1,power,least powerful SL,neg
2227,711,277,2,-,-,-
2228,712,277,3,-,-,-
2229,713,277,4,engine,smallest,neg
2230,,277,4,sport mode,faster comfort mode,pos
2231,,277,4,car,potentially slower Mercedes,neg
2232,,277,4,sport mode,faster comfort mode,neu
2233,714,277,5,control,lot different variable,pos
2234,715,277,6,exhaust note,change,neu
2235,,277,6,exhaust note,baffle open,pos
2236,,277,6,exhaust note,change,pos
2237,,277,6,sound,better,pos
2238,716,277,7,sport mode,slower comfort,neg
2239,717,277,8,SL,least luxurious,neg
2240,,277,8,power,least powerful,neg
2241,718,277,9,option,stuffed full,pos
2242,,277,9,door,soft closed,pos
2243,,277,9,roof,magic,pos
2244,,277,9,roof,transparent,pos
2245,,277,9,roof,transforms much light come cabin,pos
2246,,277,9,seat,massaging,pos
2247,,277,9,air scarf,wop warm air,pos
2248,719,277,10,turbos,spool,neu
2249,720,277,11,acceleration,mode direct impact,neu
2250,,277,11,mile sea level,slower,neg
2251,721,277,12,-,-,-
2252,722,277,13,car,pretty darn luxurious,pos
2253,,277,13,car,pretty darn fast,pos
2254,,277,13,car,perfect sweet 16 gift,pos
2255,,277,13,car,still fast,pos
2256,,277,13,car,still safe,pos
2257,,277,13,car,still fun drive,pos
2258,,277,13,car,fast lane,pos
2259,,277,13,Mercedes,perfect sweet 16,pos
2260,723,277,14,-,-,-
2261,724,278,1,car,absolutely gorgeous,pos
2262,,278,1,headlight,led accent,pos
2263,,278,1,BMW,best accent,pos
2264,,278,1,Mercedes-Benz accent,topped,pos
2265,,278,1,drive,wheel,neu
2266,,278,1,tyre,summer,neu
2267,,278,1,tyre,absolutely useless snow,pos
2268,725,278,2,drive,four wheel,neu
2269,726,278,3,sea level,faster,pos
2270,,278,3,0 60 time,surprising,neu
2271,,278,3,0 60 time,fast,pos
2272,727,278,4,control,unfortunately computer controlling vehicle,neg
2273,,278,4,car,mordern,pos
2274,728,278,5,torque,way stronger,pos
2275,,278,5,sound,better,pos
2276,729,278,6,-,-,-
2277,730,278,7,0 60 time,boring,neu
2278,,278,7,0 60 time,identical,neu
2279,731,278,8,acceleration,fastest possible,pos
2280,,278,8,gear shift,quickly possible,pos
2281,,278,8,car,give youall bean either mode,neu
2282,732,278,9,-,-,-
2283,733,278,10,seatbelt,hand like butler,pos
2284,,278,10,seatbelt,tightens start engine,pos
2285,,278,10,seatbelt,interesting,pos
2286,734,278,11,car,fast lane,pos
2287,735,278,12,power allocation,cool,pos
2288,736,279,1,look,badass,pos
2289,,279,1,vehicle,vicious,pos
2290,737,279,2,-,-,-
2291,738,279,3,engine,heavily heavily modified,pos
2292,,279,3,engine,able propel weighs heavily,pos
2293,,279,3,weight,ton like God,neu
2294,740,279,5,car,like scalded cat,pos
2295,741,279,6,traction control,really intrusive,neg
2296,,279,6,traction control,problem,neg
2297,742,279,7,wheel,big,neu
2298,743,279,8,wheel,lot,pos
2299,,279,8,exterior design,lot bulky,pos
2300,,279,8,height,lower looking vehicle,neu
2301,,279,8,look,blow border another country quickly,pos
2302,744,279,9,wheel,amazing,pos
2303,,279,9,wheel,beautiful,pos
2304,,279,9,wheel,fantastic,pos
2305,745,279,10,height,little low,neu
2306,,279,10,car,lot street presence,pos
2307,,279,10,look,bit purposeful,pos
2308,746,279,11,steering,heavy,neg
2309,,279,11,steering,frankly communicate well,neg
2310,,279,11,steering weight,okay,neu
2311,,279,11,rear end,little bit,neu
2312,747,279,12,-,-,-
2313,748,279,13,exterior,gangster,pos
2314,,279,13,engine,gangster,pos
2315,,279,13,interior,bos,pos
2316,,279,13,interior,one nicest,pos
2317,,279,13,interior,outdone,pos
2318,,279,13,seat,comfortable,pos
2319,,279,13,interior,fantastic place,pos
2320,,279,13,interior,beautiful wood,pos
2321,,279,13,interior,dark wood,pos
2322,,279,13,learther,dark,neu
2323,,279,13,interior,raised white stitching,neu
2324,749,279,14,head rest put,pain,neg
2325,,279,14,seating,honestly uncomfortable,neg
2326,,279,14,third row space,little bit,neg
2327,,279,14,third row space,good enough adult,neg
2328,,279,14,get,terrified hurting seat,neg
2329,750,279,15,car,faster,pos
2330,,279,15,car,pretty way faster,neg
2331,751,279,16,sea level,second slower,neg
2332,,279,16,car,"still really , really , really , really , really fast",pos
2333,,279,16,car,quick,pos
2334,,279,16,power,much,pos
2335,,279,16,weight,pretty much close,pos
2336,,279,16,weight,heavier lot pickup truck,pos
2337,,279,16,weight,lot meat,pos
2338,752,279,17,towing,wierd,pos
2339,,279,17,seat,fall push button,pos
2340,,279,17,seat,fall flat,pos
2341,,279,17,space,lot extra underneath seat,pos
2342,,279,17,storage,inflation kit,neu
2343,,279,17,storage,great place keep weapon,pos
2344,,279,17,utility,reallly,pos
2345,,279,17,comfort,ton,pos
2346,753,279,18,-,-,-
2347,754,279,19,engine note,glorious,pos
2348,755,279,20,-,-,-
2349,756,279,21,car,beast,pos
2350,,279,21,car,angry crossover SUV,pos
2351,,279,21,car,many solid thing,pos
2352,,279,21,car,bigger,pos
2353,,279,21,car,better,pos
2354,,279,21,car,meaner,pos
2355,,279,21,price,lot money,neg
2356,757,279,22,-,-,-
2357,758,279,23,-,-,-
2358,759,279,24,drive,lot easier,pos
2359,760,279,25,weight,three ton,neu
2360,,279,25,corner,horrible done,neg
2361,,279,25,car,beast,neg
2362,,279,25,purchase,like reallistically buy,neg
2363,,279,25,size,big,neg
2364,,279,25,size,much,neg
2365,,279,25,purchase,would lease,pos
2366,,279,25,vehicle,awesome around track,pos
2367,,279,25,size,big,neg
2368,,279,25,car,mean,neg
2369,761,280,1,Mercedes-Benz,brand new,pos
2370,,280,1,engine choice,new,pos
2371,762,280,2,exterior styling,new,pos
2372,,280,2,interior,new,pos
2373,763,280,3,-,-,-
2374,764,280,4,look,lot like S class,neu
2375,,280,4,look,baby class strong family rememblance,neu
2376,,280,4,aluminium,new,neu
2377,,280,4,external panel,pretty much every aluminium,pos
2378,,280,4,weight,lighter,pos
2379,765,280,5,torque,lot,pos
2380,,280,5,power,lot,pos
2381,,280,5,drive,four wheel,neu
2382,766,280,6,Big Boy Twin Turbo,really good,pos
2383,767,280,7,horsepower,quite frankly phenomenal,pos
2384,768,280,8,C class,far elegant,pos
2385,,280,8,C class,nicest mind,pos
2386,,280,8,BMW,little austere,neg
2387,,280,8,Audi,little long tooth,neg
2388,,280,8,interior,elegant,pos
2389,,280,8,interior,stylish,pos
2390,,280,8,interior,soft,pos
2391,,280,8,interior,look expensive,pos
2392,,280,8,interior,that's want,pos
2393,,280,8,interior,expensive,pos
2394,769,280,9,feel,lot bigger,neu
2395,,280,9,drive,lot bigger,neu
2396,,280,9,size,e class c class,neu
2397,,280,9,theme,luxurious one,pos
2398,,280,9,weight,lighter,pos
2399,,280,9,size,bigger,neu
2400,770,280,10,back,lot room,pos
2401,,280,10,back,four inch longer,pos
2402,,280,10,knee room,,pos
2403,,280,10,legroom,,pos
2404,,280,10,car,eclass,pos
2405,,280,10,headroom,little bit tight,neg
2406,771,280,11,sunroof,panoramic,pos
2407,,280,11,sunroof,cool,pos
2408,772,280,12,turbo lag,little bit,neg
2409,,280,12,torque,oh gosh,pos
2410,,280,12,torque,kick,pos
2411,,280,12,torque,feel phenomenal,pos
2412,,280,12,size,lot bigger,neu
2413,,280,12,car,doesnt feel agile,neg
2414,,280,12,car,feel quite like want dance much,neg
2415,,280,12,car,touring,pos
2416,773,280,13,car,luxury,pos
2417,,280,13,setting,obligatory,neu
2418,,280,13,air suspension,work,pos
2419,,280,13,horsepower,would like sport plus mode,pos
2420,774,280,14,safety feature,ful suite,pos
2421,,280,14,drive,hit brake,pos
2422,,280,14,drive,really cool stuff,pos
2423,,280,14,steering,active,pos
2424,,280,14,technology,sweet,pos
2425,775,280,15,-,-,-
2426,776,280,16,design,characteristic S class,pos
2427,,280,16,car,something customer looking,pos
2428,,280,16,quality,different,neu
2429,,280,16,fit,different,neu
2430,,280,16,finish,different,neu
2431,777,280,17,drive,wheel,neu
2432,,280,17,drive version,interesting,pos
2433,,280,17,car,luxurious,pos
2434,,280,17,price,expensive,neg
2435,778,280,18,touch pad,big news,pos
2436,,280,18,command system,old Mercedes,neu
2437,,280,18,command system,still work,neu
2438,,280,18,screen,little bit bigger,pos
2439,,280,18,touch pad,cross iPhone,pos
2440,,280,18,system,nice,pos
2441,,280,18,system,like,pos
2442,779,280,19,steering,electronic,neu
2443,,280,19,steering,weighted nicely,pos
2444,,280,19,steering,good sense wheel,pos
2445,,280,19,drive,push car around confidently,pos
2446,,280,19,slow road,poise,pos
2447,,280,19,feel,rock solid,pos
2448,,280,19,feel,rail,pos
2449,780,280,20,steering wheel,love,pos
2450,781,280,21,receiving position,comfortable,pos
2451,,280,21,receiving position,sporty,pos
2452,,280,21,sound,impressed quiet,pos
2453,,280,21,sound,extra length make quiet,pos
2454,,280,21,camera roof,little bit whistle,neu
2455,782,280,22,power,lot,pos
2456,,280,22,sound,lot,pos
2457,,280,22,BMW,luxurious,pos
2458,,280,22,Audi A4,oldest,neg
2459,,280,22,Alexis I,size smaller,neu
2460,,280,22,Alexis I,much nimble,pos
2461,,280,22,car,chocolate luxury flavour icecream,pos
2462,,280,22,car,true driver's car,pos
2463,,280,22,overall,impressed,pos
2464,,280,22,car,best sense German Automobiles,pos
2465,,280,22,weight,lighter predecessor,pos
2466,783,280,23,-,-,-
2467,784,280,24,handling,better,pos
2468,,280,24,performance,better,pos
2469,,280,24,fuel economy,increase,pos
2470,785,280,25,-,-,-
2471,786,280,26,drive,different,pos
2472,,280,26,car,heavier,neu
2473,787,280,27,size,bigger,pos
2474,,280,27,weight,lighter,pos
2475,,280,27,size,bigger,pos
2476,,280,27,look,handsome,pos
2477,,280,27,weight,lighter,pos
2478,788,280,28,car,happy owning,pos
2479,,280,28,drive,need spend little time behind wheel,pos
2480,789,280,29,car,great Colarado mountain,pos
2481,790,280,30,brake,love,pos
2482,,280,30,brake,feel plant,pos
2483,,280,30,brake,feel solid,pos
2484,791,280,31,car,right,pos
2485,,280,31,car,grand touring,pos
2486,,280,31,car,comfortable,pos
2487,,280,31,car,luxurious,pos
2488,,280,31,inside,everything make feel special,pos
2489,,280,31,inside,nice touch,pos
2490,792,280,32,event,great,neg
2491,,280,32,wood grain,really bad,neg
2492,,280,32,steering wheel,really bad,neg
2493,,280,32,inside,crazy,neg
2494,,280,32,inside,comfortable,pos
2495,793,280,33,car,comfortable,pos
2496,,280,33,car,comfortable big guy,pos
2497,794,281,1,car,sexy,pos
2498,,281,1,car,magical,pos
2499,,281,1,door,two,neu
2500,,281,1,door,lengthen,neu
2501,,281,1,car,sexy two door,neu
2502,795,281,2,car,longer,neu
2503,,281,2,car,wider,neu
2504,,281,2,belt line,new,pos
2505,,281,2,belt line,run entire length,pos
2506,,281,2,shape,sexy coke bottle,pos
2507,,281,2,design,ground,neu
2508,,281,2,design,share many component sedan,neu
2509,,281,2,wheelbase,length,neu
2510,,281,2,seating,lower,neu
2511,796,281,3,styling,unique,pos
2512,,281,3,car,feel like put together one solid piece,pos
2513,797,281,4,drive,wheel,pos
2514,,281,4,snow,great place plenty snow,pos
2515,798,281,5,-,-,-
2516,799,281,6,air suspension,change way drive,neu
2517,,281,6,sport suspension,firm,neu
2518,,281,6,steering,bit faster,pos
2519,,281,6,steering,precise,pos
2520,,281,6,sport suspension,widely inactive car,pos
2521,800,281,7,exhaust note,grunt,pos
2522,801,281,8,car,luxury,pos
2523,802,281,9,comfort,sit back,pos
2524,,281,9,comfort,put head back,pos
2525,,281,9,comfort,cruise street,pos
2526,,281,9,window,panoramic,pos
2527,,281,9,feel,kind sexy,pos
2528,,281,9,car,footloose,pos
2529,,281,9,car,free,pos
2530,803,281,10,steering wheel,flat bottom,neu
2531,,281,10,car,sporting ambition,neu
2532,,281,10,car,grand touring,neu
2533,804,281,11,inside,sense private space,pos
2534,,281,11,seat,ultimately adjustable,pos
2535,,281,11,seat,best business adjustment,pos
2536,,281,11,seat adjustment,easy use,pos
2537,,281,11,seating position,comfortable,pos
2538,805,281,12,design,lot attention focused,pos
2539,,281,12,trim,wood,neu
2540,,281,12,design,nice flowing line,pos
2541,,281,12,material,"very, high quality",pos
2542,806,281,13,room,would expect,pos
2543,,281,13,comfort,would expect,pos
2544,,281,13,practicality,everyday except back,neg
2545,,281,13,back,little bit smaller,neu
2546,,281,13,size,smaller,neu
2547,,281,13,door,two,neu
2548,,281,13,headroom,little bit le,neg
2549,,281,13,seat,retracts way,neg
2550,,281,13,seat verdict,I fit,neg
2551,,281,13,leg room,far good,pos
2552,,281,13,seat,automatically move forward,pos
2553,807,281,14,handle,easy use,pos
2554,808,281,15,back,tight,neg
2555,809,281,16,car,practical,pos
2556,810,281,17,rear seat,split folding 40 2040,pos
2557,,281,17,rear seat,usable,pos
2558,811,281,18,-,-,-
2559,812,281,19,car,sporty,pos
2560,,281,19,car,fast,pos
2561,,281,19,character,relaxed gran tour,pos
2562,813,281,20,-,-,-
2563,814,281,21,steering,electric,neu
2564,,281,21,steering,lost tactile feel actual road surface,neg
2565,,281,21,steering,hard feel tire,neg
2566,815,281,22,tail light,dramatic,pos
2567,816,281,23,light,full wraparound led,neu
2568,817,281,24,Mercedes-Benz star,prominent visuals,pos
2569,818,281,25,car,solid,pos
2570,819,281,26,car,comfortable,pos
2571,,281,26,car,confidence inspiring,pos
2572,,281,26,car,even sexy,pos
2573,820,281,27,-,-,-
2574,821,282,1,-,-,-
2575,822,282,2,-,-,-
2576,823,282,3,-,-,-
2577,824,282,4,engine,hand built,pos
2578,,282,4,drive,four wheel,pos
2579,,282,4,0 60,craziest number,pos
2580,,282,4,speed,lot,pos
2581,,282,4,money,lot,neg
2582,825,282,5,roader,really good,pos
2583,826,282,6,vehicle,military,neu
2584,,282,6,horsepower,small,neg
2585,,282,6,car,sport,pos
2586,827,282,7,car,retro,neu
2587,,282,7,look,similar first generation,pos
2588,,282,7,look,completely utterly new,pos
2589,828,282,8,-,-,-
2590,829,282,9,vehicle,famous,pos
2591,,282,9,vehicle,iconic,pos
2592,,282,9,body,vault like construction,pos
2593,830,282,10,-,-,-
2594,831,282,11,vehicle everything else,completely new,pos
2595,832,282,12,outside,simple,pos
2596,833,282,13,road,pretty worthy,pos
2597,,282,13,look,road worthy,pos
2598,834,282,14,-,-,-
2599,835,282,15,wheel,unusual,pos
2600,,282,15,wheel,kind blacked,pos
2601,,282,15,midnight edition,really hot,pos
2602,,282,15,vehicle,gone old school,pos
2603,,282,15,vehicle,match bull bar,pos
2604,,282,15,vehicle,like,pos
2605,836,282,16,inside,biggest difference,pos
2606,,282,16,inside,lot bigger,pos
2607,,282,16,car,five inch wider,pos
2608,,282,16,car,two inch longer,pos
2609,837,282,17,infotaintment system,latest,pos
2610,,282,17,infotaintment system,greatest,pos
2611,838,282,18,event,wonderful,pos
2612,,282,18,event,elegant,pos
2613,839,282,19,center section,let change driving dynamic,pos
2614,,282,19,center section,let change offroad ability,pos
2615,840,282,20,exhaust note,changing,pos
2616,,282,20,exhaust note,favorite feature,pos
2617,,282,20,exhaust,butterfly valve,neu
2618,,282,20,exhaust,cab loud quiet,pos
2619,841,282,21,backseat,biggest,pos
2620,,282,21,backseat,extra space,pos
2621,,282,21,headroom,plenty,pos
2622,,282,21,knee room,plenty,pos
2623,842,282,22,sunroof,full size,neg
2624,843,282,23,-,-,-
2625,844,282,24,headliner,pretty elegant,pos
2626,,282,24,headliner,super kush,pos
2627,,282,24,headliner,almost velour like,pos
2628,845,282,25,vehicle,body frame,neu
2629,,282,25,road,goodness,pos
2630,,282,25,car,fast,pos
2631,,282,25,car,road worthy,pos
2632,,282,25,car,small horse,neu
2633,846,282,26,suspension,front,neu
2634,,282,26,right road,much controllable,pos
2635,,282,26,right road,much compliant,pos
2636,847,282,27,power,much chasis,pos
2637,848,282,28,front suspension,independent,pos
2638,,282,28,construction technique,much mordern,pos
2639,,282,28,shape,breadbox,neu
2640,,282,28,drive,much better,pos
2641,,282,28,turn,swallow around,pos
2642,,282,28,car,ability go drive around world,pos
2643,,282,28,car,ability keep fastest sport car,pos
2644,849,282,29,price,cost lot,neg
2645,,282,29,car,worth lot,pos
2646,850,282,30,vehicle,al status,neu
2647,851,282,31,offroad,ultimately capable,pos
2648,,282,31,offroad,could,pos
2649,,282,31,offroad,part huge appeal,pos
2650,852,282,32,-,-,-
2651,853,282,33,car,real truck,neu
2652,854,282,34,price,even expensive,pos
2653,,282,34,car,dream,pos
2654,855,282,35,0 60 time,crazy,pos
2655,856,282,36,-,-,-
2656,857,282,37,-,-,-
2657,858,282,38,-,-,-
2658,859,283,1,look,gorgeous,pos
2659,,283,1,look,good,pos
2660,,283,1,look,never seen good one,pos
2661,,283,1,car,sculpted,pos
2662,,283,1,car,beautifully built,pos
2663,860,283,2,horsepower,quite enough,neg
2664,,283,2,weight,two ton,neu
2665,,283,2,car,fastlane,neu
2666,861,283,3,-,-,-
2667,862,283,4,cruise control,stupid,neg
2668,863,283,5,rear row seat,problem,neg
2669,,283,5,size,"really , really , really , really small",neg
2670,864,283,6,minivan,stupid,neg
2671,,283,6,driving car,best,pos
2672,,283,6,car,fast lane,pos
2673,,283,6,backseat room,1/3 seat,neu
2674,865,283,7,-,-,-
2675,866,283,8,-,-,-
2676,867,284,1,-,-,-
2677,868,284,2,-,-,-
2678,869,284,3,-,-,-
2679,870,284,4,-,-,-
2680,871,284,5,road,gorgeous,pos
2681,,284,5,road,phenomenal,pos
2682,,284,5,road,spectacular,pos
2683,872,284,6,-,-,-
2684,873,284,7,-,-,-
2685,874,284,8,car,amazing,pos
2686,,284,8,car,big,pos
2687,,284,8,weight,veritable heavy,pos
2688,875,284,9,car,lively,pos
2689,,284,9,car,sporting,pos
2690,,284,9,e class,large family,pos
2691,,284,9,diesel engine,traditional,neu
2692,876,284,10,drive,lot fun,pos
2693,,284,10,car,convertible,neu
2694,877,284,11,car,amazing,pos
2695,,284,11,price,expensive,pos
2696,,284,11,price,lot money,pos
2697,878,284,12,safety feature,packed full,pos
2698,879,284,13,traffic,self driving,neu
2699,880,284,14,brake,phenomenal,pos
2700,,284,14,steering,direct,pos
2701,,284,14,comfrot mode ride,well dampened,pos
2702,,284,14,feel,race car driver,pos
2703,,284,14,drive,flying,pos
2704,,284,14,drive,pretty quickly,pos
2705,,284,14,styling,lot,pos
2706,881,284,15,-,-,-
2707,882,284,16,car,luxury,pos
2708,,284,16,car,go really fast,pos
2709,,284,16,sound,tire noise,pos
2710,,284,16,road,fantastic,pos
2711,883,284,17,sound,kind squealing,neg
2712,884,284,18,front,feel weight engine,neu
2713,885,284,19,corner,understeer,neu
2714,,284,19,corner,part neutral,neu
2715,886,284,20,-,-,-
2716,887,284,21,car,perfect Miami,pos
2717,888,284,22,-,-,-
2718,889,284,23,top,pretty quickly,pos
2719,890,284,24,color,right,pos
2720,,284,24,car,convertible,neu
2721,,284,24,color,silver,neu
2722,,284,24,top,red,neu
2723,,284,24,top,really really cool,pos
2724,,284,24,car,classy,pos
2725,891,284,25,-,-,-
2726,892,284,26,-,-,-
2727,893,284,27,drive,little much fun,pos
2728,894,284,28,-,-,-
2729,895,285,1,Audi A7,brand new,pos
2730,,285,1,Audi A7,identical A6,neu
2731,,285,1,drive train technology,identical A6,neu
2732,,285,1,A7,sexy one,pos
2733,,285,1,A7 price,expensive,neg
2734,,285,1,A7,little bit sporty,neu
2735,,285,1,technology,tour de force,pos
2736,896,285,2,A6 weight,lighter,pos
2737,,285,2,red cable hybrid engine,interesting,pos
2738,,285,2,mpg,lot better,pos
2739,,285,2,fuel efficient,,pos
2740,897,285,3,skin,different,neu
2741,898,285,4,tail,sexy,pos
2742,,285,4,tail,sloping,pos
2743,,285,4,back headroom,cut,neg
2744,,285,4,car,ultimate hatchback,pos
2745,899,285,5,A7 practicalty,little bit compromised,neg
2746,,285,5,headrom,adequate,neu
2747,,285,5,three passenger,go A6,pos
2748,,285,5,three passenger,go,neu
2749,,285,5,seat,fold,pos
2750,,285,5,hatchback,love see,pos
2751,900,285,6,back,little bit tighter,neg
2752,,285,6,outside,lot better looking,pos
2753,901,285,7,quattro ultra system,newest,pos
2754,,285,7,quattro ultra system,interesting,pos
2755,,285,7,fuel efficient,,pos
2756,,285,7,quattro system,predictive,neu
2757,,285,7,drive,wheel,neu
2758,,285,7,drive,front wheel,neu
2759,,285,7,snow,confidence wheel drive,pos
2760,,285,7,snow,sudden snap oversteer,pos
2761,902,285,8,technology,new,pos
2762,,285,8,steering,wheel,neu
2763,,285,8,rear wheel steering,great,pos
2764,,285,8,parking,easier,pos
2765,,285,8,rear wheel steering,great parking,pos
2766,903,285,9,screen,little bit counting,neu
2767,,285,9,technology,advanced,pos
2768,,285,9,technology,similar cell phone operation,neu
2769,,285,9,system,new,neu
2770,904,285,10,system,similar cell phone,neu
2771,,285,10,touchscreen,much easier,pos
2772,,285,10,screen interface,haptic feedback,neu
2773,,285,10,system,gonna bust owner's manual really get well acquainted,neg
2774,,285,10,technology,lot,pos
2775,,285,10,Google Earth,love,pos
2776,,285,10,car setting,100 way customize,pos
2777,,285,10,screen,customize,pos
2778,,285,10,system,probablty become intuitive,pos
2779,,285,10,wireless charging,best,pos
2780,,285,10,system,good,pos
2781,,285,10,function,lot,neu
2782,,285,10,touch screen,soft,neu
2783,,285,10,touch screen,haptic feedback,pos
2784,905,285,11,shape,modified coke bottle,neu
2785,,285,11,shape,classic,pos
2786,,285,11,shape,sexy,pos
2787,,285,11,shape,show haunch car,pos
2788,,285,11,shape,show big tire,pos
2789,,285,11,front,sleek,pos
2790,,285,11,back shape,classic coke bible,pos
2791,,285,11,haunch,kind come,neu
2792,,285,11,tire,wider,pos
2793,,285,11,tire,fatter,pos
2794,,285,11,look,much aggressive,pos
2795,,285,11,front,sleek,pos
2796,,285,11,back,aggressive,pos
2797,,285,11,back,pretty tough looking,pos
2798,,285,11,gas cap,lot cleaner,pos
2799,,285,11,gas cap,lot sexier,pos
2800,,285,11,gas cap,like,pos
2801,,285,11,gas cap,small detail,neu
2802,906,285,12,center screen,cool,pos
2803,,285,12,center screen,configure easily,pos
2804,907,285,13,drive,pretty quick,pos
2805,,285,13,drive,make lot sense,pos
2806,908,285,14,corner,feel stable,pos
2807,,285,14,corner,feel well planted,pos
2808,,285,14,dynamic,neutral,neu
2809,909,285,15,dynamic,certainly neutral,pos
2810,,285,15,dynamic,confidence inspiring,pos
2811,,285,15,weight,little bit heavier,neu
2812,,285,15,weight,heavier,neu
2813,,285,15,push,good,pos
2814,,285,15,push,linear,pos
2815,,285,15,turbo lag,little bit,neg
2816,910,285,16,-,-,-
2817,911,285,17,electronics,lot,pos
2818,,285,17,engine turn,seamless,pos
2819,,285,17,Stop Start system,pretty much seamless,pos
2820,,285,17,front,heavy,neu
2821,,285,17,weight,wheel,neu
2822,912,285,18,door,cool,pos
